names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
¡Que Viva México!,03/23/2023 ,47.0,Comedy,"After his grandfather's death, a man travels with his wife and kids to his hometown, where chaos ensues with his relatives over the inheritance.","Damián Alcázar, Rosendo / Regino / Ambrosio, Alfonso Herrera, Pancho Reyes, Joaquín Cosío, Rosendito / Reginito / Abuelo, Ana de la Reguera, Mari, Ana Martín, Dolores, Angelina Peláez, Abuela, Mayra Hermosillo, Gloria, Fermín Martínez, El Lupe, Leticia Huijara, Secretaria Regino",¡Que Viva México!, Released," Spanish, Castilian",100100000.0,947468745.8,MX
Detective Knight: Independence,01/20/2023 ,56.0,"Action, Crime, Thriller","Detective James Knight 's last-minute assignment to the Independence Day shift turns into a race to stop an unbalanced ambulance EMT from imperiling the city's festivities. The misguided vigilante, playing cop with a stolen gun and uniform, has a bank vault full of reasons to put on his own fireworks show... one that will strike dangerously close to Knight's home.","Bruce Willis, Detective James Knight, Jack Kilmer, Dezi, Lochlyn Munro, Fitzgerald, Jimmy Jean-Louis, Detective Godwin Sango, Willow Shields, Ally, Dina Meyer, Charlotte Burnham, Timothy V. Murphy, , Lorenzo Antonucci, George, Joe Munroe, Robin",Detective Knight: Independence, Released, English,134200000.0,772865923.6,US
Strange World,11/24/2022 ,65.0,"Animation, Family, Adventure, Science Fiction","A journey deep into an uncharted and treacherous land, where fantastical creatures await the legendary Clades—a family of explorers whose differences threaten to topple their latest, and by far most crucial, mission.","Jake Gyllenhaal, Searcher Clade (voice), Dennis Quaid, Jaeger Clade (voice), Jaboukie Young-White, Ethan Clade (voice), Gabrielle Union, Meridian Clade (voice), Lucy Liu, Callisto Mal (voice), Alan Tudyk, Narrator / Radio Host 1 / Duffle (voice), Jonathan Melo, Diazo (voice), Abraham Benrubi, Lonnie Redshirt (voice), Karan Soni, Caspian (voice)",Strange World, Released, English,135000000.0,69566884.0,AU
The Ten Commandments,12/12/1958 ,78.0,"Drama, History","Escaping death, a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage, Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.","Charlton Heston, Moses, Yul Brynner, Rameses, Anne Baxter, Nefretiri, Edward G. Robinson, Dathan, Yvonne De Carlo, Sephora, Debra Paget, Lilia, John Derek, Joshua, Cedric Hardwicke, Sethi, Nina Foch, Bithiah",The Ten Commandments, Released, English,13500000.0,85433929.0,AU
The Ten Commandments,12/12/1958 ,78.0,"Drama, History","Escaping death, a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage, Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.","Charlton Heston, Moses, Yul Brynner, Rameses, Anne Baxter, Nefretiri, Edward G. Robinson, Dathan, Yvonne De Carlo, Sephora, Debra Paget, Lilia, John Derek, Joshua, Cedric Hardwicke, Sethi, Nina Foch, Bithiah",The Ten Commandments, Released, English,10000000.0,1051907.0,AU
Demon Slayer: Kimetsu no Yaiba Sibling's Bond,03/29/2019 ,80.0,"Action, Animation, Fantasy","Tanjiro finds his family slaughtered and the lone survivor, his sister Nezuko Kamado, turned into a Demon. To his surprise, however, Nezuko still shows signs of human emotion and thought. Thus begins Tanjiro's journey to seek out the Demon who killed their family and turn his sister human again. A recap film of Kimetsu no Yaiba, covering episodes 1-5 with extra footage.","Natsuki Hanae, Tanjiro Kamado (voice), Akari Kito, Nezuko Kamado (voice), Takahiro Sakurai, Giyū Tomioka (voice), Hochu Otsuka, Sakonji Urokodaki (voice), Yuki Kaji, Sabito (voice), Ai Kakuma, Makomo (voice), Daisuke Namikawa, Hotaru Haganezuka (voice), Toshihiko Seki, Muzan Kibutsuji (voice), Takehito Koyasu, Hand demon (voice)", 鬼滅の刃 兄妹の絆, Released, Japanese,129000000.0,645532173.4,JP
Four's a Crowd,10/28/2022 ,63.0,Comedy,"Julián, a divorced man with financial problems, uses a cell phone application to share his car with strangers.","Blanca Suárez, Lorena, Alberto San Juan, Julián, Rubén Cortada, Sergio, Ernesto Alterio, Juan Carlos, Carlos Areces, Santiago, Isidro Montalvo, Revuelta, Jaime Ordóñez, Morales, Enrique Villén, Violent Guy, Pat Aguiló, Mercedes", El cuarto pasajero, Released," Spanish, Castilian",110000000.0,271669045.6,ES
Minions: The Rise of Gru,07/04/2022 ,75.0,"Animation, Comedy, Family","A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.","Pierre Coffin, Kevin / Stuart / Bob / Minions (voice), Steve Carell, Gru (voice), Russell Brand, Dr. Nefario (voice), Alan Arkin, Wild Knuckles (voice), Taraji P. Henson, Belle Bottom (voice), Jean-Claude Van Damme, Jean Clawed (voice), Lucy Lawless, Nunchuck (voice), Dolph Lundgren, Svengeance (voice), Danny Trejo, Stronghold (voice)",Minions: The Rise of Gru, Released, English,80000000.0,939200081.0,AU
Creed II,12/06/2018 ,70.0,Drama,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.","Michael B. Jordan, Adonis Johnson, Sylvester Stallone, Rocky Balboa, Tessa Thompson, Bianca, Wood Harris, Tony 'Little Duke' Evers, Russell Hornsby, Buddy Marcelle, Phylicia Rashād, Mary Anne Creed, Dolph Lundgren, Ivan Drago, Florian Munteanu, Viktor Drago, Andre Ward, Danny 'Stuntman' Wheeler",Creed II, Released, English,50000000.0,213591522.0,AU
Creed,11/26/2015 ,74.0,Drama,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.","Michael B. Jordan, Adonis Johnson, Sylvester Stallone, Rocky Balboa, Tessa Thompson, Bianca, Phylicia Rashād, Mary Anne Creed, Andre Ward, Danny 'Stuntman' Wheeler, Tony Bellew, 'Pretty' Ricky Conlan, Ritchie Coster, Pete Sporino, Jacob 'Stitch' Duran, Stitch, Graham McTavish, Tommy Holiday",Creed, Released, English,37000000.0,173567581.0,AU
Beast,08/25/2022 ,68.0,"Thriller, Action, Horror, Adventure","A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However, their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.","Idris Elba, Dr. Nate Daniels, Leah Sava Jeffries, Norah Daniels, Iyana Halley, Meredith Daniels, Sharlto Copley, Martin Battles, Martin Munro, Kees, Liyabuya Gongo, Cut Offs, Daniel Hadebe, Abduya, Thapelo Sebogodi, Camo, Mduduzi Mavimbela, Poacher Mizozi",Beast, Released, English,36000000.0,59103794.0,AU
Fast X,05/19/2023 ,0.0,"Action, Crime, Thriller","Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.","Vin Diesel, Dominic Toretto, Michelle Rodriguez, Letty Ortiz, Tyrese Gibson, Roman Pearce, Ludacris, Tej Parker, Jason Momoa, Dante Reyes, Nathalie Emmanuel, Ramsey, Jordana Brewster, Mia Toretto, John Cena, Jakob Toretto, Jason Statham, Deckard Shaw",Fast X, Post Production, English,340000000.0,0.0,US
My Name Is Vendetta,11/30/2022 ,68.0,"Action, Crime, Thriller","After old enemies kill his family, a former mafia enforcer and his feisty daughter flee to Milan, where they hide out while plotting their revenge.","Alessandro Gassmann, Santo, Ginevra Francesconi, Sofia, Remo Girone, Angelo Lo Bianco, Alessio Praticò, Michele Lo Bianco, Francesco Villano, Rudi Crisarà, Gabriele Falsetta, Ferrario, Marcello Mazzarella, Vituzzo, Mauro Lamanna, Marino Gallo, Sinja Dieks, Ingrid Gruber", Il mio nome è vendetta, Released, Italian,113000000.0,365992130.6,AU
Wrath of Man,04/29/2021 ,77.0,"Action, Crime, Thriller","A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.","Jason Statham, H, Holt McCallany, Bullet, Josh Hartnett, Boy Sweat Dave, Scott Eastwood, Jan, Darrell D'Silva, Mike, Babs Olusanmokun, Moggy, Jeffrey Donovan, Jackson, Eddie Marsan, Terry, Andy García, Agent King",Wrath of Man, Released, English,40000000.0,103913405.0,AU
Jeepers Creepers: Reborn,09/22/2022 ,57.0,"Horror, Thriller, Mystery","Forced to travel with her boyfriend to a horror festival, Laine begins to experience disturbing visions associated with the urban legend of The Creeper. As the festival arrives and the blood-soaked entertainment builds to a frenzy, she becomes the center of it while something unearthly has been summoned.","Sydney Craven, Laine, Imran Adams, Chase, Jarreau Benjamin, The Creeper, Matt Barkley, Jamie, Peter Brooke, Stu, Ocean Navarro, Carrie, Gary Graham, Ronald, Gabriel Freilich, Sam, Terry Bird, Officer Edwards",Jeepers Creepers: Reborn, Released, English,5000000.0,5954938.0,AU
Turning Red,03/11/2022 ,75.0,"Animation, Family, Comedy, Fantasy","Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.","Rosalie Chiang, Meilin 'Mei' Lee (voice), Sandra Oh, Ming (voice), Ava Morse, Miriam (voice), Hyein Park, Abby (voice), Maitreyi Ramakrishnan, Priya (voice), Orion Lee, Jin Lee (voice), Wai Ching Ho, Grandma (voice), Tristan Allerick Chen, Tyler (voice), Lori Tan Chinn, Auntie Chen (voice)",Turning Red, Released, English,175000000.0,10964971.0,AU
Encanto,11/28/2021 ,76.0,"Animation, Comedy, Family, Fantasy","The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.","Stephanie Beatriz, Mirabel Madrigal (voice), María Cecilia Botero, Abuela Alma Madrigal (voice), John Leguizamo, Bruno Madrigal (voice), Mauro Castillo, Félix Madrigal (voice), Jessica Darrow, Luisa Madrigal (voice), Angie Cepeda, Julieta Madrigal  (voice), Carolina Gaitán, Pepa Madrigal (voice), Diane Guerrero, Isabela Madrigal (voice), Wilmer Valderrama, Agustín Madrigal (voice)",Encanto, Released, English,150000000.0,231120602.0,AU
Prancer: A Christmas Tale,11/22/2022 ,59.0,"Family, Fantasy","Ten-year-old Gloria and her recently widowed grandfather Bud befriend a mysterious reindeer when the family gather for Christmas. Bud comes to believe that Prancer may actually be magical, but Gloria fears his theory will send him straight to a retirement home.","James Cromwell, Bud, Darcey Ewart, Gloria, Sarah-Jane Potts, Claire, Aaron McCusker, Gerald, Joseph Millson, Finn Wally, Stephanie Levi-John, Erica, Florisa Kamara, Haley, Lucas Persaud, Tyler, Jessica Blake, Sally",Prancer: A Christmas Tale, Released, English,86800000.0,284184080.0,US
Magic Mike's Last Dance,02/09/2023 ,72.0,"Comedy, Drama, Romance","Mike Lane takes to the stage again after a lengthy hiatus, following a business deal that went bust, leaving him broke and taking bartender gigs in Florida. For what he hopes will be one last hurrah, Mike heads to London with a wealthy socialite who lures him with an offer he can’t refuse… and an agenda all her own. With everything on the line, once Mike discovers what she truly has in mind, will he—and the roster of hot new dancers he’ll have to whip into shape—be able to pull it off?","Channing Tatum, Mike Lane, Salma Hayek, Maxandra Mendoza, Ayub Khan-Din, Victor, Jemelia George, Zadie Rattigan, Ethan Lawrence, Woody, Juliette Motamed, Hannah, Alan Cox, Roger Rattigan, Caitlin Gerard, Kim, Vicki Pepperdine, Edna Eaglebauer",Magic Mike's Last Dance, Released, English,45000000.0,52000000.0,AU
"Lyle, Lyle, Crocodile",12/26/2022 ,75.0,"Comedy, Family, Music","When the Primm family moves to New York City, their young son Josh struggles to adapt to his new school and new friends. All of that changes when he discovers Lyle — a singing crocodile who loves baths, caviar and great music — living in the attic of his new home. But when Lyle’s existence is threatened by evil neighbor Mr. Grumps, the Primms must band together to show the world that family can come from the most unexpected places.","Shawn Mendes, Lyle (voice), Javier Bardem, Hector P. Valenti, Winslow Fegley, Josh, Constance Wu, Mrs. Primm, Scoot McNairy, Mr. Primm, Brett Gelman, Mr. Grumps, Ego Nwodim, Carol, Lyric Hurd, Trudy, Jason Kravits, Cy","Lyle, Lyle, Crocodile", Released, English,50000000.0,107644101.0,AU
The Penitent Thief,02/25/2021 ,62.0,Drama,"The story of the two unnamed men who were crucified alongside Jesus and how they came to be beside him on the cross that fateful day. Dismas and his brother Jotham, along with Gestas, another young man who will share their fate, suffer tragedy and injustice at the hands of a band of thieves and a ruthless Roman centurion. Theirs is a story of survival against the odds, but they cannot outrun their destiny.","Kevin Sorbo, King Herod, James Russo, Castor, Major Dodge, Gabriel, Stelio Savante, Tiran, Krista Bradley, Joanna, Xiomara Bermudez, Mary, Jay Giannone, Dismas, Charles ""Skeeta"" Jenkins, Melchior, Major Dodge Jr., Young Jotham",The Penitent Thief, Released, English,15160689.0,23800.0,AU
Hacksaw Ridge,10/07/2016 ,82.0,"Drama, History, War","WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.","Andrew Garfield, Desmond T. Doss, Sam Worthington, Captain Glover, Vince Vaughn, Sergeant Howell, Teresa Palmer, Dorothy Schuttle, Luke Bracey, Smitty Ryker, Hugo Weaving, Tom Doss, Ryan Corr, Lt. Manville, Rachel Griffiths, Bertha Doss, Richard Roxburgh, Colonel Stelzer",Hacksaw Ridge, Released, English,40000000.0,169023926.0,AU
Venus,12/02/2022 ,55.0,"Drama, Horror, Thriller","Lucía, a club dancer on the run, takes refuge in a sinister building on the outskirts of Madrid where her sister Rocío lives with her daughter Alba.","Ester Expósito, Lucía, Ángela Cremonte, Rocío, Inés Fernández, Alba, Magüi Mira, Marga, Aten Soria, Romina, María José Sarrate, Rosita, Sofía Reyes, Olivia, Fernando Valdivielso, Moro, Federico Aguado, Salinas",Venus, Released," Spanish, Castilian",6000000.0,7818479.0,ES
The Offering,09/23/2022 ,57.0,Horror,"In the wake of a young Jewish girl’s disappearance, the son of a Hasidic funeral director returns home with his pregnant wife in hopes of reconciling with his father. Little do they know that directly beneath them in the family morgue, an ancient evil with sinister plans for the unborn child lurks inside a mysterious corpse.","Nick Blood, Art, Emm Wiseman, Claire, Paul Kaye, Heimish, Allan Corduner, Saul, Daniel Ben Zenou, Chayim, Sofia Weldon, Sarah Scheindal, Anton Trendafilov, Yosille, Meglena Karalambova, Aida, Jonathan Yunger, Levi Siegelman",The Offering, Released, English,103600000.0,134150172.6,US
Jujutsu Kaisen 0,03/17/2022 ,82.0,"Animation, Action, Fantasy","Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?","Megumi Ogata, Yuta Okkotsu (voice), Kana Hanazawa, Rika Orimoto (voice), Yuichi Nakamura, Satoru Gojo (voice), Takahiro Sakurai, Suguru Geto (voice), Mikako Komatsu, Maki Zen'in (voice), Koki Uchiyama, Toge Inumaki (voice), Tomokazu Seki, Panda (voice), Mitsuo Iwata, Kiyotaka Ijichi (voice), Takaya Kuroda, Masamichi Yaga (voice)", 劇場版 呪術廻戦 0, Released, Japanese,21835777.0,195870885.0,AU
The Batman,03/02/2022 ,77.0,"Crime, Mystery, Thriller","In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.","Robert Pattinson, Bruce Wayne / The Batman, Zoë Kravitz, Selina Kyle / Catwoman, Paul Dano, Edward Nashton / The Riddler, Jeffrey Wright, Lt. James Gordon, John Turturro, Carmine Falcone, Peter Sarsgaard, District Attorney Gil Colson, Andy Serkis, Alfred Pennyworth, Colin Farrell, Oswald 'Oz' Cobblepot / The Penguin, Jayme Lawson, Bella Reál",The Batman, Released, English,200000000.0,766326717.0,AU
Life in a Year,11/27/2020 ,83.0,"Drama, Romance","A 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left.","Jaden Smith, Daryn, Cara Delevingne, Isabelle, Cuba Gooding Jr., Xavier, Nia Long, Catherine, RZA, Ron, JT Neal, Sammy, Chris D'Elia, Phil, Harper Gunn, Little Girl, Dan Tymon, Jackson",Life in a Year, Released, English,90000000.0,627851111.8,US
Super Mario Brothers: Great Mission to Rescue Princess Peach,07/20/1986 ,60.0,"Animation, Comedy, Fantasy","When Princess Peach is kidnapped by the monster King Koopa, Mario and his brother Luigi journey to the Mushroom Kingdom to rescue her.","Toru Furuya, Mario (voice), Yu Mizushima, Luigi (voice), Mami Yamase, Princess Peach (voice), Akiko Wada, King Koopa Bowser (voice), Yuriko Yamamoto, The Great Toad (voice), Kōhei Miyauchi, Mushroom Hermit (voice), Shigeru Chiba, Kibidango (voice), Hiroko Emori, Toad (voice), Hiroko Maruyama, Goomba (voice)", スーパーマリオブラザーズ ピーチ姫救出大作戦!, Released, Japanese,151600000.0,675230189.0,JP
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",12/26/2005 ,71.0,"Adventure, Family, Fantasy","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.","Georgie Henley, Lucy Pevensie, Skandar Keynes, Edmund Pevensie, William Moseley, Peter Pevensie, Anna Popplewell, Susan Pevensie, Tilda Swinton, White Witch, James McAvoy, Mr. Tumnus, Jim Broadbent, Professor Kirke, Kiran Shah, Ginarrbrik, James Cosmo, Father Christmas","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe", Released, English,180000000.0,745013115.0,AU
The Exorcism of God,07/01/2022 ,72.0,Horror,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.","Will Beinbrink, Father Peter Williams, María Gabriela de Faría, Esperanza, Irán Castillo, Magali, Joseph Marcell, Father Michael Lewis, Hector Kotsifakis, Dr. Nelson, Juan Ignacio Aranda, Bishop Balducci, Evelia Di Gennaro, Sister Camila",The Exorcism of God, Released, English,1500000.0,123516163.2,AU
Ghosts of the Ozarks,02/04/2022 ,63.0,"Western, Horror, Mystery","In 1866, a young doctor is summoned by his uncle to a remote town in the Ozarks only to discover upon his arrival that the utopian paradise is not all that it seems to be.","Thomas Hobson, James 'Doc' McCune, Tara Perry, Annie, Phil Morris, Matthew McCune, Angela Bettis, Lucille, David Arquette, Douglas, Tim Blake Nelson, Torb, Joseph Ruud, William, David Aaron Baker, Jesse, Neva Howell, Miss Roberts",Ghosts of the Ozarks, Released, English,113000000.0,548624602.6,US
Kompromat,12/01/2022 ,65.0,"Thriller, Drama","Mathieu, a member of the French institute in Irkutsk, is arrested overnight by the Russian authorities.  Imprisoned and accused of sexual abuse on his own daughter, he realises he is a victim of a Kompromat. With the help of the FSB, someone has built up a case to frame him. Isolated, he has no one to turn to. Proving his innocence is impossible: the only solution is to escape.","Gilles Lellouche, Mathieu Roussel, Joanna Kulig, Svetlana, Mikhail Gorevoy, Rostov, Sasha Piltsin, Sergey, Mikhail Safronov, Ivanovich, Aleksey Gorbunov, Borodin, Igor Jijikine, Sagarine, Elisa Lasowski, Alica, Daniil Vorobyov, Sacha",Kompromat, Released, French,155140000.0,302915354.0,AU
Matadero,12/09/2022 ,60.0,Drama,"An American filmmaker arrives in the Argentinian pampa to film Matadero: a founding narrative of class struggle where a group of laborers slaughter their bosses like cattle. It is 1974, the violent persecution of the left has just begun in Argentina, and the young actors in the film are on the verge of taking a leap into full time clandestine militancy.","Malena Villa, , Julio Perillán, , Ailín Salas, , Rafael Federman, , Lina Gorbaneva, , David Schetman, , Ernestina Gatti, , Lucas Damario, , Eva Bianco, ",Matadero, Released," Spanish, Castilian",73800000.0,346352260.6,ES
Air,04/05/2023 ,79.0,Drama,Discover the game-changing partnership between a then undiscovered Michael Jordan and Nike's fledgling basketball division which revolutionized the world of sports and culture with the Air Jordan brand.,"Matt Damon, Sonny Vaccaro, Ben Affleck, Phil Knight, Jason Bateman, Rob Strasser, Marlon Wayans, George Raveling, Chris Messina, David Falk, Chris Tucker, Howard White, Viola Davis, Deloris Jordan, Julius Tennon, James Jordan, Damian Young, Michael Jordan",Air, Released, English,28519270.6,5000000.0,AU
Disenchanted,11/18/2022 ,70.0,"Comedy, Family, Fantasy","Disillusioned with life in the city, feeling out of place in suburbia, and frustrated that her happily ever after hasn’t been so easy to find, Giselle turns to the magic of Andalasia for help. Accidentally transforming the entire town into a real-life fairy tale and placing her family’s future happiness in jeopardy, she must race against time to reverse the spell and determine what happily ever after truly means to her and her family.","Amy Adams, Giselle, Patrick Dempsey, Robert Philip, Maya Rudolph, Malvina, Gabriella Baldacchino, Morgan, James Marsden, Prince Edward, Idina Menzel, Nancy Tremaine, Yvette Nicole Brown, Rosaleen, Jayma Mays, Ruby, Kolton Stewart, Tyson",Disenchanted, Released, English,142600000.0,524597714.8,AU
Luck,08/05/2022 ,79.0,"Animation, Adventure, Comedy, Fantasy","Suddenly finding herself in the never-before-seen Land of Luck, the unluckiest person in the world must unite with the magical creatures there to turn her luck around.","Eva Noblezada, Sam Greenfield (voice), Simon Pegg, Bob (voice), Jane Fonda, Dragon (voice), Whoopi Goldberg, Captain (voice), Flula Borg, Jeff the Unicorn (voice), Lil Rel Howery, Marvin (voice), Colin O'Donoghue, Jerry (voice), John Ratzenberger, Rootie (voice), Adelynn Spoon, Hazel (voice)",Luck, Released, English,147000000.0,721203091.4,AU
Bullet Train,08/04/2022 ,75.0,"Action, Comedy, Thriller","Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.","Brad Pitt, Ladybug, Joey King, Prince, Aaron Taylor-Johnson, Tangerine, Brian Tyree Henry, Lemon, Andrew Koji, Kimura, Hiroyuki Sanada, The Elder, Michael Shannon, White Death, Bad Bunny, The Wolf, Sandra Bullock, Maria",Bullet Train, Released, English,85900000.0,238534963.0,AU
Night at the Museum: Kahmunrah Rises Again,12/09/2022 ,69.0,"Animation, Comedy, Family, Fantasy","Nick Daley is following in his father's footsteps as night watchman at the American Museum of Natural History, so he knows what happens when the sun goes down. But when the maniacal ruler Kahmunrah escapes, it is up to Nick to save the museum once and for all.","Joshua Bassett, Nick Daley (voice), Thomas Lennon, Teddy (voice), Joseph Kamal, Kahmunrah (voice), Akmal Saleh, Seth (voice), Steve Zahn, Jedediah (voice), Jack Whitehall, Octavius (voice), Kieran Sequoia, Sacajawea (voice), Alice Isaaz, Joan of Arc (voice), Jamie Demetriou, Dr. McPhee (voice)",Night at the Museum: Kahmunrah Rises Again, Released, English,124400000.0,508761361.2,US
Blade of the 47 Ronin,10/25/2022 ,67.0,"Action, Drama, Fantasy, Thriller","In this sequel to ""47 Ronin,"" a new class of warriors emerges among the Samurai clans to keep a sought-after sword from falling into the wrong hands.","Anna Akana, Luna, Mark Dacascos, Shinshiro, Teresa Ting, Onami, Dustin Nguyen, Nikko, Dan Southworth, Yurei, Yoshi Sudarso, Sun, Akira Koieyama, Ikeda, Niino Furuhata, Dash, Luna Fujimoto, Mai",Blade of the 47 Ronin, Released, English,131000000.0,431341845.4,AU
Sing 2,12/26/2021 ,80.0,"Animation, Family","Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.","Matthew McConaughey, Buster Moon (voice), Reese Witherspoon, Rosita (voice), Scarlett Johansson, Ash (voice), Taron Egerton, Johnny (voice), Bobby Cannavale, Mr. Crystal (voice), Tori Kelly, Meena (voice), Nick Kroll, Gunter (voice), Halsey, Porsha Crystal (voice), Spike Jonze, Jerry (voice) (uncredited)",Sing 2, Released, English,85000000.0,404655351.0,AU
Shark Bait,06/06/2022 ,59.0,"Horror, Thriller, Action, Adventure","A group of friends enjoying a weekend steal a couple of jetskis racing them out to sea, ending up in a horrific head-on collision. They struggle to find a way home with a badly injured friend while from the waters below predators lurk.","Holly Earl, Nat, Maxime Durand, Street Cleaner, Catherine Hannay, Milly, Jack Trueman, Tom, Joshua Takacs, Spring Breaker, Manuel Cauchi, The Beggar, Malachi Pullar-Latchman, Tyler, Thomas Michael Flynn, Greg",Shark Bait, Released, English,106000000.0,591557010.2,GB
Shrek,06/21/2001 ,77.0,"Animation, Comedy, Fantasy, Adventure, Family","It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.","Mike Myers, Shrek (voice), Eddie Murphy, Donkey (voice), Cameron Diaz, Princess Fiona (voice), John Lithgow, Lord Farquaad (voice), Vincent Cassel, Monsieur Hood (voice), Peter Dennis, Ogre Hunter (voice), Clive Pearse, Ogre Hunter (voice), Jim Cummings, Captain of Guards (voice), Bobby Block, Baby Bear (voice)",Shrek, Released, English,50000000.0,491812794.0,AU
Orgasm Inc: The Story of OneTaste,11/05/2022 ,64.0,Documentary,"A sexual wellness company gains fame and followers, then members come forward with shocking allegations.",,Orgasm Inc: The Story of OneTaste, Released, English,77400000.0,431611098.0,US
In His Shadow,03/17/2023 ,62.0,"Drama, Thriller, Crime","After the death of their father, two half-brothers find themselves on opposite sides of an escalating conflict with tragic consequences.","Kaaris, Ibrahim, Alassane Diong, Adama, Assa Sylla, Aïssata, Issaka Sawadogo, Ousmane, Hassam Ghancy, Chérif, Jonas Dinal, Oumar, Dreyfus Gbadjale, Kangourang, Fahmi Guerbaa, Kamel, Samuel Jouy, Eddy", Le Roi des Ombres, Released, French,133000000.0,407446362.4,FR
Savage Salvation,12/02/2022 ,66.0,Thriller,"Newly engaged Shelby John and Ruby Red want a fresh start after their struggles with addiction, but when Shelby discovers his beloved Ruby dead on their porch, he embarks on a vengeful killing spree of the dealers who supplied her. Armed with nothing but adrenaline and a nail gun, Shelby begins to unleash chaos on the town’s criminal underbelly, as he hunt’s down crime lord Coyote. Sheriff Church must race against the clock to put an end to Shelby's vigilante justice before the entire town descends into a bloodbath.","Jack Huston, Shelby John, Robert De Niro, Sheriff Church, John Malkovich, Peter, Willa Fitzgerald, Ruby Red, Quavo, Coyote, Meadow Williams, Detective Zeppelin, Swen Temmel, Elvis Kincaid, Noel Gugliemi, , Jonny Orsini, Skeeter",Savage Salvation, Released, English,85645.0,244880855.2,US
